Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR, AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2026-05-18;1100;0;1007,1;1014,4;1007,1;1006,5;135,7;25;25,1;24,7;25,1;24;24,8;23,6;12,6;98;98;98;109;,9;,1;
2026-05-18;1200;0;1007,8;1015;1007,8;1007,1;427,7;26;26,6;25,2;26,6;25;25,4;24,5;13,1;98;92;92;309;1,4;,4;
2026-05-18;1300;0;1008,4;1015,6;1008,4;1007,8;1223,6;29;29;25,7;29;26,6;25,8;24,2;13,4;92;80;82;146;1,7;,4;
2026-05-18;1400;0;1008,4;1015,6;1008,6;1008,4;878,8;31;28,2;24,6;29,2;27,8;25,4;24,3;13,2;85;78;81;250;2,9;,8;
2026-05-18;1500;0;1008,1;1015,3;1008,5;1008,1;1014,3;31;28,8;24,9;29,7;27,8;25,3;24,2;13,2;84;75;80;268;2,9;,6;
2026-05-18;1600;1,2;1007,8;1015,1;1008,1;1007,7;496,5;31;25,9;23,6;29,2;25,9;25,8;23,3;13;90;78;87;93;3,3;,5;
2026-05-18;1700;2,8;1007,6;1014,9;1008,2;1007,5;150,2;28;24,5;23,6;26,3;24,5;23,8;23,4;12,6;95;86;95;7;6,5;1,6;
2026-05-18;1800;3,4;1006,2;1013,5;1007,6;1006,2;63;27;23,9;23,2;24,5;23,9;23,5;23,1;12,6;96;94;96;41;5,6;2,3;
2026-05-18;1900;1,2;1005,2;1012,5;1006,2;1005,1;192,8;26;24,4;23,6;24,4;23,9;23,6;23,2;12,7;96;95;95;275;5,6;,4;
2026-05-18;2000;0;1004,4;1011,6;1005,3;1004,4;473,8;27;25,5;23,6;25,5;24,4;24,2;23,5;13,3;95;90;90;333;2,1;,5;
2026-05-18;2100;0;1004,2;1011,4;1004,5;1004,2;293,4;27;25,6;23,4;25,9;25,5;23,8;23,2;12,9;90;86;88;40;2,5;1,4;
2026-05-18;2200;0;1004,1;1011,3;1004,2;1003,8;60,6;27;25,3;23,4;25,8;25,2;23,6;23,2;12,6;89;86;89;36;3,4;1;
2026-05-18;2300;0;1005,1;1012,4;1005,1;1004,1;0;27;24,7;23,7;25,3;24,7;23,7;23,4;12,5;94;89;94;95;2,4;,5;
2026-05-19;0000;0;1006,4;1013,7;1006,4;1005,1;0;26;25;23,7;25,1;24,5;23,8;23,6;12,5;95;92;92;128;2,1;,7;
2026-05-19;0100;0;1006,8;1014,1;1006,8;1006,4;0;26;24,5;23,7;25,3;24,5;23,9;23,6;12,5;95;91;95;63;2,1;,1;
2026-05-19;0200;0;1007,4;1014,7;1007,5;1006,8;0;26;24,5;23,9;24,5;24,4;23,9;23,7;12,5;96;95;96;218;,9;,3;
2026-05-19;0300;0;1007,7;1015;1007,7;1007,4;0;25;24,2;23,8;24,5;24,2;23,8;23,6;12,5;97;96;97;47;,6;,2;
2026-05-19;0400;0;1007,1;1014,4;1007,7;1007,1;0;25;24,1;23,7;24,3;24,1;23,9;23,7;12,5;98;97;97;213;,9;,6;
2026-05-19;0500;0;1006,5;1013,8;1007;1006,5;0;25;24,1;23,7;24,4;24,1;24;23,7;12,5;98;97;98;297;1,5;,2;
2026-05-19;0600;0;1006,6;1013,9;1006,6;1006,4;0;25;24,1;23,8;24,2;24;23,9;23,6;12,4;98;98;98;82;,8;,6;
2026-05-19;0700;0;1006,3;1013,6;1006,6;1006,1;0;25;24,1;23,8;24,4;24,1;24;23,8;12,4;98;98;98;36;,9;,1;
2026-05-19;0800;0;1006,3;1013,6;1006,3;1006;0;25;24,1;23,7;24,2;24;23,8;23,7;12,4;98;98;98;34;,7;,3;
2026-05-19;0900;0;1006,7;1014;1006,8;1006,2;0;25;24,2;23,8;24,3;23,9;24;23,6;12,4;98;98;98;47;1,3;,2;
2026-05-19;1000;0;1007,1;1014,4;1007,1;1006,7;1;25;24;23,6;24,2;24;23,9;23,6;12,4;98;98;98;288;1;,2;
2026-05-19;1100;0;1007,7;1015;1007,7;1007,1;142,7;25;25;24,7;25,1;24;24,7;23,6;12,5;98;98;98;299;,8;,3;
2026-05-19;1200;0;1008,4;1015,6;1008,4;1007,7;842,7;27;29,2;26;29,2;25;26,3;24,7;13,4;98;83;83;332;1,4;,4;
2026-05-19;1300;0;1008,7;1015,9;1008,7;1008,4;1457,9;30;28,3;24,4;30,3;27,8;26,3;24,1;13,3;87;74;79;288;2,2;,6;
2026-05-19;1400;0;1008,6;1015,8;1008,8;1008,6;1001,7;31;29,7;24,9;29,8;27,8;25,9;23,7;13,4;84;74;76;314;2;,7;
2026-05-19;1500;0;1008,1;1015,3;1008,6;1008,1;2234,3;33;29,3;24,8;32;29,3;26,4;23,8;13,4;77;65;77;229;3,6;1,5;
2026-05-19;1600;0;1007,4;1014,6;1008,1;1007,4;1896,6;34;29,4;24,6;30,5;28,9;25,7;24,2;13,4;79;71;75;261;4,5;1,1;
2026-05-19;1700;0;1005,9;1013;1007,4;1005,9;1888,8;34;31,5;24,2;32;29,4;25,8;24;13,3;76;64;65;142;3,7;,8;
2026-05-19;1800;0;1004,7;1011,8;1005,9;1004,7;811,1;34;30,7;22,6;31,8;30,4;25;22;13,2;72;57;62;64;3,8;1,8;
2026-05-19;1900;0;1003,9;1011;1004,7;1003,9;447,4;33;30,3;23,4;30,7;29,9;24,6;22,4;13,4;74;61;66;68;4,2;1,5;
2026-05-19;2000;0;1003,2;1010,3;1003,9;1003,2;392,5;33;30,8;23,2;30,9;30,1;23,6;22,4;13,4;67;61;64;88;4,8;1,5;
2026-05-19;2100;0;1003;1010,1;1003,2;1002,9;162,2;33;30,4;23,1;31;30,3;23,4;22,6;12,8;65;61;65;86;3,8;1,4;
2026-05-19;2200;0;1003,7;1010,8;1003,7;1003;39,6;32;29,3;23,6;30,4;29,2;24,1;23,1;12,6;72;65;71;129;3,7;,9;
2026-05-19;2300;0;1004,8;1012;1004,8;1003,7;0;31;28,2;23,7;29,4;28,2;23,9;23,5;12,6;77;71;77;160;2,8;,4;

