Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR, AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2026-05-01;0000;0;1002,3;null;1002,3;1001,6;0;29;26,4;24,2;27,1;26,4;24,2;23,6;12,5;88;82;87;353;2,9;,6;
2026-05-01;0100;0;1003,1;1010,3;1003,1;1002,2;0;28;26,1;24,5;26,4;26,1;24,6;24,2;12,5;91;87;91;13;2,2;,6;
2026-05-01;0200;0;1003,6;1010,8;1003,6;1003,1;0;28;26;24,3;26,1;25,9;24,5;24,3;12,5;92;90;90;46;2,2;,5;
2026-05-01;0300;0;1004,1;1011,3;1004,2;1003,6;0;27;25,7;24;26;25,7;24,3;24;12,5;91;89;91;353;1,8;,3;
2026-05-01;0400;0;1004,4;1011,6;1004,5;1004,1;0;27;25,9;23,7;25,9;25,4;24;23,7;12,5;92;87;87;59;2;1;
2026-05-01;0500;0;1003,7;1010,9;1004,4;1003,7;0;27;25,3;23,5;26,1;25,2;23,8;23,5;12,5;90;86;90;347;2;,3;
2026-05-01;0600;0;1003,3;1010,5;1003,7;1003,3;0;26;25,2;23,5;25,3;25;23,7;23,3;12,5;91;89;91;5;1;,4;
2026-05-01;0700;0;1003,1;1010,3;1003,3;1003;0;26;25,2;23,9;25,3;25,1;23,9;23,5;12,5;92;91;92;219;1,3;,2;
2026-05-01;0800;17;1003,6;1010,9;1004,1;1003;,1;26;23,1;22,6;25,8;22,9;23,9;21,9;12,5;97;83;97;117;8;2,1;
2026-05-01;0900;7,6;1003,6;1010,9;1003,7;1003,4;0;25;24;23,5;24;23,1;23,5;22,7;12,4;98;97;97;49;6,4;1,3;
2026-05-01;1000;,2;1003,8;1011,1;1003,8;1003,4;,3;25;24;23,6;24,1;23,9;23,7;23,4;12,4;98;97;97;243;2,1;,6;
2026-05-01;1100;0;1005,1;1012,4;1005,1;1003,8;89;25;24,4;24;24,5;23,9;24,1;23,5;12,4;98;97;98;27;1,9;,3;
2026-05-01;1200;,2;1006,1;1013,4;1006,1;1005,1;311,1;26;25,3;24,7;25,3;24,4;24,7;24;12,8;98;96;96;207;2,3;,4;
2026-05-01;1300;0;1007,1;1014,3;1007,1;1006,1;1189,9;28;27,9;24,9;27,9;25,3;25,4;24,1;13,4;97;82;84;10;3,2;1,2;
2026-05-01;1400;0;1007,2;1014,4;1007,4;1007,1;1731,8;30;29,7;25,7;29,7;27,9;25,7;24,2;13,4;85;76;79;27;3,2;,7;
2026-05-01;1500;0;1006,9;1014,1;1007,2;1006,9;1226,9;32;28,6;24,3;30,4;28,6;25,9;24;13,3;79;73;78;47;5,8;2,1;
2026-05-01;1600;,2;1006,1;1013,3;1006,9;1006,1;624,7;31;27;25,2;28,8;26,8;25,2;24;13,5;90;76;90;34;6,8;2;
2026-05-01;1700;,2;1005,1;1012,3;1006,1;1005;1303,1;30;29;24,9;29,3;27;26,1;24,4;13,5;91;77;78;26;5,6;1,6;
2026-05-01;1800;0;1004;1011,1;1005,1;1003,9;1379,7;32;29,7;22,8;30,3;28,9;25;22,5;13,4;78;65;67;40;5,2;1,9;
2026-05-01;1900;0;1003;1010,1;1004;1003;813,8;33;28,9;24,1;29,9;28,8;24,3;23;13,4;76;67;75;131;5,2;1,8;
2026-05-01;2000;0;1002,8;1010;1003;1002,8;523,4;32;27,8;24;29,1;27,8;24,7;23,8;13,1;80;75;80;297;4,1;,7;
2026-05-01;2100;0;1003;1010,2;1003,1;1002,8;126,3;31;27;24,9;27,8;26,9;25,2;24;12,7;89;80;88;341;2,5;,4;
2026-05-01;2200;4,4;1003,1;1010,3;1003,3;1002,9;29,2;29;25,7;24,8;27;25,7;25,3;24,2;12,6;95;86;95;342;2,8;,2;
2026-05-01;2300;0;1003,9;1011,1;1003,9;1003,1;0;28;25,9;25,2;25,9;25,7;25,3;24,8;12,6;96;95;96;282;,9;,5;
2026-05-02;0000;0;1004,2;null;1004,2;1003,8;0;28;25,6;25;25,9;25,6;25,3;25;12,5;97;96;96;102;,9;,2;
2026-05-02;0100;0;1004,9;1012,1;1004,9;1004,2;0;27;25,5;24,8;25,6;25,3;25;24,5;12,5;97;95;96;61;1,1;,6;
2026-05-02;0200;0;1005,1;1012,3;1005,1;1004,9;0;27;26,3;25,2;26,4;25,5;25,3;24,8;12,5;96;93;94;74;2,2;1;
2026-05-02;0300;,2;1005,4;1012,6;1005,4;1005,1;0;27;26,3;25,3;26,4;26,2;25,4;25,3;12,5;95;94;94;63;2,3;,8;
2026-05-02;0400;0;1005,4;1012,6;1005,5;1005,4;0;27;26,1;25;26,3;26,1;25,4;25;12,5;95;94;94;37;2,3;1;
2026-05-02;0500;,2;1005,1;1012,3;1005,4;1005,1;0;27;25,6;24,5;26,1;25,6;25;24,4;12,5;94;92;94;39;2,9;,8;
2026-05-02;0600;,2;1004,2;1011,4;1005,1;1004,2;0;27;25,4;24,4;25,6;25,3;24,6;24,4;12,5;95;94;94;59;2,8;1;
2026-05-02;0700;0;1003,7;1010,9;1004,2;1003,7;0;27;25,1;24;25,4;25,1;24,4;24;12,5;95;93;94;74;2,4;,7;
2026-05-02;0800;0;1003,8;1011;1004;1003,7;0;26;25;23,8;25,2;24,9;24;23,8;12,5;94;92;93;59;1,9;,6;
2026-05-02;0900;0;1004,5;1011,8;1004,5;1003,8;0;26;24,7;23,6;25,1;24,7;23,8;23,6;12,4;93;92;93;29;2,1;,6;
2026-05-02;1000;0;1005,2;1012,5;1005,2;1004,5;1;26;24,8;23,4;24,8;24,5;23,6;23,4;12,4;94;92;92;52;2,3;1;
2026-05-02;1100;0;1006,1;1013,4;1006,1;1005,2;174,9;26;25,5;23,3;25,8;24,8;23,8;23,1;12,5;92;87;88;34;2,5;1,2;
2026-05-02;1200;0;1007,1;1014,3;1007,1;1006,1;899,6;28;27,3;23,6;28;25,5;24,3;23,1;13,4;89;78;80;44;3,1;1,1;
2026-05-02;1300;0;1007,3;1014,5;1007,3;1007,1;1923,7;30;29,1;24,3;29,1;27,3;24,4;23,3;13,4;82;73;75;78;4;2,2;
2026-05-02;1400;0;1007,4;1014,6;1007,5;1007,3;2089,5;32;29,3;23,8;30,5;28,4;24,9;23,2;13,4;79;70;72;60;4,6;2,4;
2026-05-02;1500;0;1007;1014,2;1007,4;1007;1767;32;29,3;24;30,4;28,7;24,8;23,4;13,4;76;71;73;86;5,7;2,1;
2026-05-02;1600;0;1006,3;1013,4;1007,1;1006,3;2851,5;33;30,9;23,9;30,9;29,1;25,2;22,8;13,4;77;64;66;70;6,1;3;
2026-05-02;1700;0;1004,8;1011,9;1006,3;1004,8;3174,2;34;31,6;23,1;32,1;30,7;24,4;22,4;13,4;68;58;61;60;6,9;3,3;
2026-05-02;1800;0;1004;1011,1;1004,9;1004;1283,9;34;30;23,4;32,3;30;24,8;22,8;13,4;71;58;68;138;6,9;1,5;
2026-05-02;1900;0;1003;1010,1;1004;1003;770;34;30,3;24,1;31,1;30;24,4;23,1;13,2;70;64;70;108;5;1,5;
2026-05-02;2000;1,2;1003,3;1010,5;1003,3;1002,9;179,8;32;27,9;24,7;30,3;27,2;24,9;23,8;12,7;87;69;83;151;5,6;,9;
2026-05-02;2100;0;1003,1;1010,3;1003,3;1002,8;235,2;30;27,4;24,4;27,8;27,3;24,7;23,8;12,6;84;80;84;147;4,7;1;
2026-05-02;2200;0;1004;1011,2;1004;1003,1;53,9;30;27;24,7;27,6;27;24,7;24,3;12,6;87;83;87;41;2,2;,6;
2026-05-02;2300;0;1004,2;1011,4;1004,2;1003,7;0;29;27,1;24,2;27,6;26,9;24,8;24,2;12,6;88;83;84;11;2,3;,5;
2026-05-03;0000;0;1005;null;1005,1;1004,2;0;29;27;23,8;27,3;26,9;24,2;23,7;12,5;84;81;82;38;2,8;1,2;
2026-05-03;0100;0;1005,5;1012,7;1005,5;1005;0;28;26,5;23,7;27,1;26,4;23,8;23,6;12,5;85;81;85;49;3,4;1;
2026-05-03;0200;0;1005,8;1013;1005,9;1005,4;0;28;26;23,7;26,5;26;23,8;23,6;12,5;87;85;87;14;2;,4;
2026-05-03;0300;0;1005,8;1013;1006,1;1005,8;0;28;26,2;24;26,4;25,9;24,1;23,7;12,5;90;87;88;43;1,5;,6;
2026-05-03;0400;0;1005,5;1012,7;1005,9;1005,5;0;27;26;24;26,3;26;24,1;23,9;12,5;89;87;89;59;2,4;,4;
2026-05-03;0500;0;1005,2;1012,4;1005,5;1005,2;0;27;26,3;23,9;26,3;25,9;24,1;23,9;12,5;90;86;86;45;2,9;1,1;
2026-05-03;0600;0;1004,7;1011,9;1005,2;1004,7;0;27;26,3;23,6;26,4;26,2;23,9;23,5;12,5;87;85;85;75;2,6;,7;
2026-05-03;0700;0;1004,3;1011,5;1004,7;1004,3;0;27;26,1;23,7;26,4;26,1;24;23,4;12,5;88;84;87;43;2;,8;
2026-05-03;0800;2;1004;1011,2;1004,3;1003,8;0;27;25,1;23,3;26,6;25,1;23,9;23,3;12,5;90;84;90;169;4;1,5;
2026-05-03;0900;,2;1004,1;1011,4;1004,2;1003,8;,1;27;24,8;24;25,1;24,3;24;22,8;12,4;95;90;95;173;4;1,2;
2026-05-03;1000;11;1004,6;1011,9;1004,9;1004,1;,1;26;24,2;23,7;24,9;24,2;24,2;23,5;12,4;97;95;97;4;5,7;,5;
2026-05-03;1100;3,2;1005,8;1013,1;1005,8;1004,6;78,9;26;24,6;24;24,7;24,2;24,1;23,6;12,5;97;96;96;70;5;,8;
2026-05-03;1200;0;1006,5;1013,7;1006,5;1005,8;316;26;25,7;25;25,8;24,6;25,2;24,1;13;97;96;96;353;1,9;,3;
2026-05-03;1300;0;1006,9;1014,1;1006,9;1006,5;1156,6;28;28,2;24,4;28,3;25,7;25,8;24,4;13,4;96;80;80;34;2,1;,8;
2026-05-03;1400;1,2;1007,6;1014,9;1007,6;1006,8;957,7;30;24,6;23,3;29,8;24,6;25,7;22,8;12,9;92;74;92;90;8;3,3;
2026-05-03;1500;8,6;1007,7;1015;1007,9;1007,6;116,7;27;24,3;23,4;24,6;24,1;23,6;23,2;12,7;96;92;95;168;8;1;
2026-05-03;1600;2,8;1006,3;1013,6;1007,7;1006,3;279,7;26;24,5;23,4;24,5;24,3;23,7;23,3;12,7;96;93;94;138;4,1;1,1;
2026-05-03;1700;,8;1004,9;1012,1;1006,3;1004,7;466,5;26;25,7;24,6;25,7;24,5;24,6;23,3;13,5;95;92;94;115;2,5;,7;
2026-05-03;1800;0;1004,3;1011,5;1004,9;1004,3;1115,9;28;27,3;24;27,3;25,7;24,8;23,6;13,5;94;82;82;81;3,6;1,6;
2026-05-03;1900;0;1003,3;1010,5;1004,3;1003,2;927,9;29;27,6;24,2;27,9;27,1;24,7;23,7;13,5;85;80;82;90;4;1,9;
2026-05-03;2000;0;1003,4;1010,6;1003,5;1003,3;424,6;30;26,8;23,8;27,6;26,8;24,2;23,6;13,2;85;80;84;60;4,1;1,5;
2026-05-03;2100;0;1003,6;1010,8;1003,7;1003,4;174,5;29;25,8;23,1;26,8;25,7;24;22,6;12,7;86;81;85;48;4,8;1,8;
2026-05-03;2200;,2;1004,3;1011,5;1004,3;1003,6;50,8;28;25,3;23,4;25,9;25,3;23,5;23,1;12,6;90;85;89;90;3,8;1,3;
2026-05-03;2300;,2;1004,6;1011,9;1004,6;1004,1;0;27;24,9;23,4;25,3;24,7;23,6;23,2;12,6;93;89;91;53;3,3;,9;
2026-05-04;0000;0;1005,5;null;1005,5;1004,6;0;26;24,9;23,4;24,9;24,7;23,6;23,3;12,5;93;91;91;50;2,5;1,3;
2026-05-04;0100;0;1006,3;1013,6;1006,3;1005,5;0;26;24,9;23,4;25;24,7;23,5;23,3;12,5;92;91;92;45;3;,8;
2026-05-04;0200;0;1006,7;1014;1006,7;1006,2;0;26;24,7;23,3;24,9;24,7;23,5;23,3;12,5;93;91;92;52;3,3;1;
2026-05-04;0300;0;1006,7;1014;1006,8;1006,6;0;26;24,4;23,4;24,7;24,3;23,4;23,2;12,5;94;92;94;7;2;,3;
2026-05-04;0400;0;1006,2;1013,5;1006,7;1006,2;0;26;24,5;23,2;24,6;24,3;23,5;23,2;12,5;95;92;92;53;2,2;,6;
2026-05-04;0500;0;1005,8;1013,1;1006,2;1005,8;0;26;24,6;23,1;24,6;24,5;23,2;23,1;12,5;93;91;91;47;2,1;1,2;
2026-05-04;0600;0;1005,1;1012,4;1005,8;1005,1;0;26;24,3;23;24,6;24,3;23,1;23;12,5;93;91;93;37;2,2;,3;
2026-05-04;0700;0;1004,5;1011,8;1005,1;1004,5;0;26;24,4;22,9;24,4;24,2;23,2;22,9;12,5;93;91;92;59;1,7;,8;
2026-05-04;0800;0;1004,9;1012,2;1004,9;1004,5;0;25;24,4;23;24,4;24,2;23;22,9;12,5;93;92;92;55;2,2;1;
2026-05-04;0900;0;1005,3;1012,6;1005,3;1004,9;0;25;24,5;23;24,5;24,4;23;22,9;12,4;92;91;92;50;2,6;,9;
2026-05-04;1000;0;1006,2;1013,5;1006,2;1005,2;0;26;24,5;23,2;24,5;24,4;23,2;23;12,4;93;91;92;53;2,6;1;
2026-05-04;1100;28,2;1007;1014,3;1007;1006,2;10,1;25;23;22,6;24,5;22,7;23,2;22,2;12,4;97;92;97;49;8,4;3,2;
2026-05-04;1200;,8;1007,8;1015,1;1007,8;1007,1;168,6;25;23,6;22,9;23,7;23;23,1;22,6;12,6;97;96;96;58;6,4;1,5;
2026-05-04;1300;0;1008,2;1015,5;1008,2;1007,7;518,2;25;24,8;22,9;24,9;23,6;23,3;22,8;13,2;96;89;89;52;6;2,6;
2026-05-04;1400;0;1008,6;1015,9;1008,6;1008,2;915,2;27;26,1;22,3;26,4;24,8;23,5;22,3;13,4;89;80;80;50;7,5;2,8;
2026-05-04;1500;0;1008,2;1015,4;1008,6;1008,2;1057,4;28;26,8;22,8;27,1;25,8;23,2;22,3;13,5;83;78;79;9;7,5;1,5;
2026-05-04;1600;0;1007,6;1014,8;1008,2;1007,6;1148,2;29;27,2;22,7;27,6;26,8;23,6;22,4;13,5;81;75;76;60;3,8;1,6;
2026-05-04;1700;0;1006,5;1013,7;1007,6;1006,5;978;30;28;22,8;28;27,1;23,4;22,4;13,5;79;73;74;32;4;,6;
2026-05-04;1800;0;1005,4;1012,6;1006,5;1005,4;893,2;31;28,5;23,4;28,5;27,7;23,7;22,3;13,5;77;69;74;328;2,6;,5;
2026-05-04;1900;0;1004,3;1011,5;1005,4;1004,3;752,9;31;28,3;22,6;28,9;28,3;23,6;22;13,3;76;68;71;83;3,5;,9;
2026-05-04;2000;0;1003,6;1010,8;1004,3;1003,6;378,9;31;27,4;23,3;28,3;27,4;23,8;22,3;13,2;80;70;78;198;2,9;1,2;
2026-05-04;2100;0;1003,5;1010,7;1003,7;1003,4;237,8;30;26,9;23,2;27,4;26,9;23,7;23;12,8;81;78;80;137;3;1,1;
2026-05-04;2200;0;1003,6;1010,8;1003,6;1003,4;64;29;26,5;23,1;27;26,4;23,4;23,1;12,6;83;80;82;117;3;1,3;
2026-05-04;2300;0;1004,4;1011,6;1004,4;1003,6;0;28;26,4;23,2;26,5;26,2;23,3;23,2;12,6;84;82;83;116;2,8;1,3;
2026-05-05;0000;0;1005,4;null;1005,4;1004,4;0;28;25,8;24,3;26,5;25,8;24,4;23,3;12,6;91;83;91;124;3,6;1,2;
2026-05-05;0100;0;1006,1;1013,3;1006,1;1005,4;0;27;25,8;24,2;26;25,8;24,3;24,2;12,6;92;90;91;134;3,6;1;
2026-05-05;0200;0;1006,7;1013,9;1006,7;1006,1;0;27;25,8;24,4;25,8;25,7;24,4;24,2;12,5;92;91;92;116;2,4;1;
2026-05-05;0300;0;1006,8;1014,1;1006,9;1006,7;0;27;25,5;24,1;25,8;25,5;24,4;24,1;12,5;92;92;92;139;2,7;,4;
2026-05-05;0400;0;1006,7;1014;1006,9;1006,7;0;27;25,1;23,8;25,5;25,1;24,2;23,8;12,5;93;91;93;146;2,1;,3;
2026-05-05;0500;0;1006,3;1013,6;1006,8;1006,3;0;27;25,3;23,8;25,4;25;24;23,8;12,5;93;91;91;106;2,4;1;
2026-05-05;0600;0;1005,9;1013,2;1006,3;1005,9;0;26;25,2;23,7;25,3;24,9;23,8;23,6;12,5;93;91;92;110;2,2;,9;
2026-05-05;0700;0;1005,7;1013;1005,9;1005,6;,1;26;25,2;23,9;25,2;25,1;24;23,7;12,5;93;92;93;158;2,2;,6;
2026-05-05;0800;0;1005,6;1012,9;1005,7;1005,5;0;26;24,9;23,7;25,2;24,9;24;23,7;12,5;93;93;93;198;2,3;,7;
2026-05-05;0900;0;1005,7;1013;1005,7;1005,6;0;26;24,5;23,6;24,9;24,4;23,7;23,5;12,5;95;93;95;188;1,9;,1;
2026-05-05;1000;0;1006,3;1013,6;1006,3;1005,7;,7;26;24,9;23,8;25;24,5;23,8;23,6;12,4;95;93;93;89;2,2;,6;
2026-05-05;1100;0;1007,1;1014,4;1007,1;1006,3;90,1;26;25,4;23,7;25,4;24,9;23,8;23,5;12,4;93;90;90;114;2,8;1,1;
2026-05-05;1200;0;1007,9;1015,2;1007,9;1007,1;235,1;27;25,8;23,9;25,8;25,4;24;23,4;12,6;91;89;89;166;4;,9;
2026-05-05;1300;0;1008,5;1015,7;1008,5;1007,9;997,7;28;27,1;23,9;27,8;25,8;24,6;23,6;13,3;89;81;82;103;4,2;1,3;
2026-05-05;1400;0;1008,6;1015,8;1008,7;1008,5;1041;29;27,8;24;28;26,6;24,6;23,5;13,4;87;80;80;142;4,9;1,8;
2026-05-05;1500;1,2;1008,9;1016,2;1008,9;1008,6;591,3;30;25,1;23,4;27,8;25,1;24,3;23,4;13,2;91;79;91;110;6,6;2,5;
2026-05-05;1600;3,2;1007,3;1014,6;1008,9;1007,3;306;27;25,2;24,1;25,2;24,3;24,2;23;13,1;95;90;94;91;8,2;,8;
2026-05-05;1700;0;1005,9;1013,1;1007,3;1005,9;1276,8;28;28;24,2;28;25,2;25;23,6;13,5;94;79;80;142;3,2;1;
2026-05-05;1800;0;1004,6;1011,7;1005,9;1004,6;1344,2;30;29,4;24,2;29,6;27,7;25,1;23,6;13,4;83;72;74;62;4,2;1,2;
2026-05-05;1900;,2;1003,9;1011;1004,6;1003,9;602,3;32;29,8;23,3;30,3;28,9;25,7;23,3;13,4;80;67;68;46;3,8;1,3;
2026-05-05;2000;0;1004;1011,1;1004;1003,6;389,9;33;29,3;24,4;30,5;29,3;24,6;23;13,3;76;66;75;271;4,1;,6;
2026-05-05;2100;0;1004,4;1011,6;1004,6;1003,9;266,3;32;28,7;24,8;29,6;28,7;25;24,2;12,9;79;74;79;281;3,5;,4;
2026-05-05;2200;0;1005,5;1012,7;1005,5;1004,4;23,6;30;25,4;23,1;28,7;25,3;24,8;22,9;12,6;88;77;87;35;6,4;2;
2026-05-05;2300;0;1006,4;1013,7;1006,4;1005,4;0;28;25,1;22,9;25,4;25,1;23,1;22,8;12,6;88;86;88;36;7,6;2,9;
2026-05-06;0000;4,4;1007,1;null;1007,1;1006,4;0;27;24,2;23,4;25,1;24,1;23,5;22,9;12,6;96;88;96;61;6,3;,9;
2026-05-06;0100;1,4;1007,8;1015,1;1007,8;1007,1;0;26;24;23,5;24,2;24;23,6;23,4;12,5;97;95;97;356;1,7;,3;
2026-05-06;0200;0;1008,3;1015,6;1008,3;1007,8;0;26;24,1;23,5;24,2;24;23,6;23,5;12,5;97;96;97;11;1,5;,4;
2026-05-06;0300;0;1008,1;1015,4;1008,3;1008,1;0;26;24;23,5;24,1;23,9;23,6;23,2;12,5;97;96;97;34;,9;,5;
2026-05-06;0400;0;1008,1;1015,4;1008,2;1008;0;26;24,4;23,6;24,4;24;23,6;23,4;12,5;97;95;95;59;1,5;,6;
2026-05-06;0500;0;1007,4;1014,7;1008,1;1007,4;0;26;24,4;23,4;24,6;24,2;23,6;23,3;12,5;96;93;94;38;3;1;
2026-05-06;0600;0;1006,9;1014,2;1007,4;1006,9;0;26;24,3;23,1;24,5;24,2;23,3;23,1;12,5;94;92;93;43;3,3;1,6;
2026-05-06;0700;0;1006,9;1014,2;1007;1006,8;,1;25;24,2;23,1;24,3;24,2;23,2;23;12,5;94;93;94;45;3,8;1,7;
2026-05-06;0800;0;1007,2;1014,5;1007,2;1006,9;,1;25;24,3;23,2;24,3;24,2;23,2;23,1;12,5;94;93;93;43;3,8;1,6;
2026-05-06;0900;0;1007,4;1014,7;1007,4;1007,1;,6;26;24,3;22,7;24,4;24,3;23,2;22,7;12,5;93;91;91;31;4,8;1,7;
2026-05-06;1000;0;1008;1015,3;1008;1007,4;,8;25;23,9;22,4;24,3;23,9;22,8;22,3;12,4;92;90;91;41;6,2;1,8;
2026-05-06;1100;0;1008,8;1016,1;1008,8;1008;35,6;25;23,7;22,6;23,9;23,7;22,6;22,3;12,4;93;91;93;39;5,2;2,5;
2026-05-06;1200;3,6;1009,6;1016,9;1009,6;1008,8;117,6;25;23,7;22,9;23,8;23,4;23;22,5;12,5;96;93;95;49;4,7;1,5;
2026-05-06;1300;0;1009,6;1016,9;1009,6;1009,5;651,9;25;24,8;23,1;24,8;23,7;23,4;22,9;13,2;95;90;91;41;4,4;2,3;
2026-05-06;1400;,8;1009,6;1016,9;1009,7;1009,4;700,9;26;26,1;22,9;26,1;24,3;23,9;22,9;13,5;94;83;83;73;4,4;1,4;
2026-05-06;1500;0;1009,2;1016,4;1009,7;1009,2;1651,1;28;27,8;23,9;27,8;26,1;24,1;22,7;13,5;85;78;80;64;5;1,7;
2026-05-06;1600;0;1007,6;1014,8;1009,2;1007,6;2262,3;30;28,6;23,1;28,9;27,3;24,3;22,7;13,5;79;71;72;25;4,5;1,3;
2026-05-06;1700;0;1006,4;1013,6;1007,6;1006,4;2399,6;32;29,8;23,3;30,9;28,5;24,8;23,1;13,4;75;66;68;81;4,8;1,5;
2026-05-06;1800;0;1005,7;1012,8;1006,4;1005,7;1061,4;33;29,9;24,6;30,1;29,3;24,7;23;13,4;74;67;73;165;5,7;1,3;
2026-05-06;1900;0;1005;1012,1;1005,7;1005;784,2;33;30,2;23,6;30,4;29,5;24,8;23,3;13,4;73;67;68;90;4,7;1,6;
2026-05-06;2000;0;1004,3;1011,4;1005;1004,2;261,6;33;29,2;23,7;30,6;29,1;24,2;23,2;13,1;74;66;73;164;4,5;1,2;
2026-05-06;2100;0;1004,3;1011,5;1004,4;1004,1;165,5;32;28,8;23,4;29,3;28,8;23,9;23,1;12,8;74;71;73;196;3,8;1,1;
2026-05-06;2200;0;1004,7;1011,9;1004,7;1004,2;54,6;31;28;23,6;28,9;28;23,8;23,2;12,6;77;72;77;136;2,8;,5;
2026-05-06;2300;0;1005,4;1012,6;1005,4;1004,7;,1;30;26,9;24,4;28,1;26,9;24,5;23,2;12,6;86;75;86;7;2,2;,3;
2026-05-07;0000;0;1006;null;1006;1005,4;0;29;26,4;24,5;26,9;26,4;24,6;24,3;12,6;89;86;89;6;1,1;,3;
2026-05-07;0100;0;1006,9;1014,1;1006,9;1005,9;0;28;26,3;24,8;26,4;26,2;24,9;24,5;12,6;92;89;92;253;1,4;,4;
2026-05-07;0200;0;1007,1;1014,3;1007,2;1006,9;0;28;26,3;24,5;26,4;26,1;24,8;24,4;12,5;92;89;90;296;1,7;,2;
2026-05-07;0300;0;1007;1014,3;1007,1;1006,9;0;27;25,6;24,6;26,3;25,6;24,8;24,5;12,5;94;90;94;355;1,4;,4;
2026-05-07;0400;0;1006,9;1014,2;1007,1;1006,8;0;27;25,2;24,3;25,6;25,2;24,6;24,3;12,5;95;94;95;15;1,4;,3;
2026-05-07;0500;0;1006;1013,3;1006,9;1006;0;27;24,9;24;25,2;24,8;24,3;24;12,5;95;94;95;346;1,5;,2;
2026-05-07;0600;0;1005,6;1012,9;1006;1005,6;0;26;25;23,9;25;24,6;24;23,8;12,5;95;93;93;303;2,2;,5;
2026-05-07;0700;0;1005;1012,3;1005,6;1005;0;26;24,6;23,7;25,1;24,6;23,9;23,7;12,5;95;93;94;314;2,7;,6;
2026-05-07;0800;0;1004,7;1012;1005;1004,7;0;26;24,3;23,4;24,6;24,3;23,7;23,4;12,5;95;94;95;3;2,7;,7;
2026-05-07;0900;0;1005,1;1012,4;1005,1;1004,7;0;26;24,1;23,4;24,2;24,1;23,4;23,3;12,5;96;95;95;25;2;,4;
2026-05-07;1000;0;1005,7;1013;1005,7;1005,1;,1;26;24,2;23,3;24,2;24,1;23,4;23,3;12,4;96;95;95;332;1,7;,3;
2026-05-07;1100;0;1006,4;1013,7;1006,5;1005,7;81,5;26;24,9;23,6;24,9;24,1;23,8;23,3;12,4;95;92;93;306;1,6;,6;
2026-05-07;1200;0;1007;1014,3;1007;1006,4;355,8;26;25,8;23,5;26;24,8;24;23,4;12,9;93;87;87;357;2;,6;
2026-05-07;1300;0;1007,4;1014,6;1007,4;1007;967,3;28;28,1;24,2;28,1;25,8;24,5;23,4;13,4;88;78;79;38;2,7;1,2;
2026-05-07;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2026-05-07;1500;0;1006,8;1014;1007,1;1006,8;434,7;32;27,8;24,1;29,4;27,8;24,8;24,1;13;82;75;80;264;3,3;,8;
2026-05-07;1600;4,8;1005,7;1012,9;1006,8;1005,7;820,4;30;27,9;25,3;28,1;25,3;26,2;23,8;13,4;95;79;86;169;6;,8;
2026-05-07;1700;1,4;1005,2;1012,5;1005,8;1005,2;441,7;30;24,7;23,4;28;24,6;25,9;23,1;13;93;80;93;34;7,9;2,2;
2026-05-07;1800;,2;1004,2;1011,4;1005,2;1004,2;680,6;28;25,8;23,8;25,9;24,7;24;23,3;13,4;94;88;89;84;5,8;1,7;
2026-05-07;1900;0;1003;1010,2;1004,2;1003;704,6;29;26,7;22,8;27;25,8;24,2;22,6;13,5;90;78;79;82;3,7;1,6;
2026-05-07;2000;0;1002,8;1010;1003;1002,5;464,4;29;26,4;22,3;27,2;26,4;23;22;13,4;80;76;78;127;3,8;1,3;
2026-05-07;2100;0;1003,1;1010,3;1003,1;1002,8;261,9;29;25,9;22,5;26,5;25,9;22,9;22,3;13,1;82;78;81;128;3,3;1,2;
2026-05-07;2200;0;1003,4;1010,6;1003,5;1002,9;75;28;25,5;22,6;26;25,5;22,9;22,4;12,6;85;81;84;37;3,1;1,4;
2026-05-07;2300;0;1003,7;1010,9;1003,7;1003,3;0;27;25,4;23;25,6;25,4;23;22,7;12,6;86;84;86;59;3,4;1,4;
2026-05-08;0000;0;1004,1;null;1004,1;1003,7;0;27;25,1;23,2;25,4;24,8;23,2;23;12,5;91;86;89;43;2,6;1,2;
